id,level,word,meaning_en,meaning_tr,meaning_es,full_entry,article,pos,plural,forms,examples,page
b1_3098,B1,"der Umtausch, ¨-e","the exchange, ¨-e","değişim, ¨-e","el intercambio, ¨-e","der Umtausch, ¨-e",der,noun,¨-e,,Ein Umtausch ist leider nicht möglich.,90
b1_3099,B1,die Umwelt,the environment,çevre,el medio ambiente,die Umwelt,die,noun,,,Alte Autos sind ein Problem für die Umwelt.,90
b1_3100,B1,der Umweltschutz,the environmental protection,çevre koruma,la protección del medio ambiente,der Umweltschutz,der,noun,,,Das Land muss mehr Geld für Umweltschutz ausgeben.,90
b1_3101,B1,die Umweltver-,the environmental,çevresel,el medio ambiente,die Umweltver-,die,noun,,,,90
b1_3102,B1,schmutzung,dirt,schmutzung,suciedad,"schmutzung, -en",,verb,,-en,Die Umweltverschmutzung nimmt weiter zu.,90
b1_3103,B1,"umziehen, zieht um, zog","move, moves, moved","hareket et, hareket et, hareket et","moverse, se mueve, movido","umziehen, zieht um, zog",,word,,,Familie Meier ist letzten Monat,90
b1_3104,B1,um,around,etrafında,alrededor,"um, ist umgezogen",,verb,,ist umgezogen,umgezogen. || Sie wohnen nicht mehr hier.,90
b1_3105,B1,"der Umzug, ¨-e","the move, ¨-e","hareket, ¨-e","la movida, ¨-e","der Umzug, ¨-e",der,noun,¨-e,,Der Umzug ist nächste Woche.,90
b1_3106,B1,sich umziehen,get changed,değişmek,cambiarse,"sich umziehen, zieht sich",,verb,,zieht sich,"Bevor wir zur Party gehen, möchte ich",90
b1_3107,B1,"um, zog sich um, hat sich","around, changed, has","civarında, değişti, değişti","alrededor, cambiado, ha","um, zog sich um, hat sich",,preposition,,,mich umziehen.,90
b1_3108,B1,umgezogen,moved away,uzaklaştı,se alejó,umgezogen,,verb,,,,90
b1_3109,B1,un-,U.N-,BM...,NACIONES UNIDAS-,un- 1.,,word,,,Der Verkäufer war sehr unfreundlich. || Dieses Geräusch ist mir unangenehm. || Er kam wie immer unpünktlich.,90
b1_3110,B1,unbedingt,absolutely,kesinlikle,absolutamente,unbedingt,,word,,,Ich muss unbedingt mit dir sprechen.,90
b1_3111,B1,und,and,Ve,y,und 1.,,conjunction,,,Ich habe heute und morgen frei. || Ich kaufe ein und mein Mann kocht.,90
b1_3112,B1,"der Unfall, ¨-e","the accident, ¨-e","kaza, ¨-e","el accidente, ¨-e","der Unfall, ¨-e",der,noun,¨-e,,Ich hatte letzte Woche einen Unfall.,90
b1_3113,B1,ungefähr,approximately,yaklaşık olarak,aproximadamente,ungefähr,,word,,,"Wie weit ist es bis zum Bahnhof? || – Nicht weit, ungefähr zehn Minuten zu Fuß.",90
b1_3114,B1,ungewöhnlich,unusual,olağan dışı,inusual,ungewöhnlich,,adjective,,,"Ich finde diese Speise ungewöhnlich, aber sie schmeckt gut.",90
b1_3115,B1,unglaublich,incredible,inanılmaz,increíble,unglaublich,,adjective,,,Es ist unglaublich. || Schon wieder so ein Unglück.,90
b1_3116,B1,"das Unglück, -e","the misfortune, -e","talihsizlik, -e","la desgracia, -e","das Unglück, -e",das,noun,-e,,Bei dem Unglück gab es viele Verletzte.,90
b1_3117,B1,unheimlich,scary,korkutucu,aterrador,unheimlich 1.,,adjective,,,Ich mag dieses Haus nicht. || Es sieht unheimlich aus. || Diese Person ist mir unheimlich. || Lass uns umkehren. || Mir wird im Dunkeln unheimlich. || Die Prüfung war unheimlich schwer.,90
b1_3118,B1,"die Uniform, -en","the uniform, -en","üniforma, -tr","el uniforme, -es","die Uniform, -en",die,noun,-en,,"In der Schule, die sie besucht, trägt man Uniformen.",90
b1_3119,B1,"die Universität, -en","the university, -en","üniversite, -tr","la universidad, -es","die Universität, -en",die,noun,-en,,Mein Sohn studiert an der Universität.,90
b1_3120,B1,unten,below,altında,abajo,unten 1.,,word,,,"Wir wohnen im || Stock, meine Eltern unten im || Stock. || Sie ist mal kurz nach unten gegangen.",90
b1_3121,B1,unter,under,altında,bajo,unter 1.,,preposition,,,Unter uns wohnt eine Familie mit drei Kindern. || Die CDs sind im Regal unter dem Fernseher.,90
b1_3122,B1,unter-,under-,altında-,bajo-,unter-,,preposition,,,Mein Pass ist im unteren Regal.,90
b1_3123,B1,"unterbrechen, unterbricht,","interrupt, interrupts","kesintiye uğratmak, kesintiye uğratmak","interrumpir, interrumpe","unterbrechen, unterbricht, 1.",,word,,,Wir unterbrechen die Sendung für eine,90
b1_3124,B1,"unterbrach,",interrupted,kesintiye uğradı,interrumpido,"unterbrach,",,word,,hat unterbrochen,"wichtige Nachricht. || Bitte unterbrich mich nicht, wenn ich spreche.",90
b1_3125,B1,(sich) unterhalten,(talk,(konuşmak,(hablar,"(sich) unterhalten, unter- 1.",,verb,,unter- 1.,Wir haben uns über das Fußballspiel,90
b1_3126,B1,"hält, unterhielt,","keeps, entertains","tutar, eğlendirir","mantiene, entretiene","hält, unterhielt,",,word,,hat unterhalten,unterhalten. || Ich habe mich bei der Party sehr gut unterhalten.,90
b1_3127,B1,"die Unterhaltung, -en","the entertainment, -en","eğlence, -tr","el entretenimiento, -es","die Unterhaltung, -en",die,noun,-en,,Wir wünschen Ihnen gute Unterhaltung.,90
b1_3128,B1,"die Unterkunft, ¨-e","die Unterkunft, ¨-e","konaklama, ¨-e","el alojamiento, ¨-e","die Unterkunft, ¨-e 1.",die,noun,¨-e 1.,,Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft. || Ist dieser Preis inklusive Unterkunft und Essen?,90
b1_3129,B1,die Unterlagen (Pl.),the documents (pl.),belgeler (pl.),los documentos (pl.),die Unterlagen (Pl.),die,noun,,,Ich schicke Ihnen alle Unterlagen mit der Post zu.,90
b1_3130,B1,"unterlassen, unterlässt,","omit, omit","ihmal etmek, ihmal etmek","omitir, omitir","unterlassen, unterlässt,",,word,,,Das Rauchen auf den Gängen ist zu un-,90
b1_3131,B1,unterließ,omitted,atlanmış,omitido,"unterließ, hat unterlassen",,verb,,hat unterlassen,terlassen.,90
b1_3132,B1,"unternehmen, untern-","company, company","unternehmen, untern-","empresa, empresa","unternehmen, untern-",,word,,,Wollen wir heute Abend noch etwas,90
b1_3133,B1,"immt, unternahm,","immt, undertook","ımmt, üstlendim","immt, emprendió","immt, unternahm,",,word,,hat unternommen,unternehmen?,90
b1_3134,B1,"der Unternehmer, -","the entrepreneur, -","girişimci, -","el empresario, -","der Unternehmer, -",der,noun,-,,Sie ist erfolgreiche Unternehmerin.,90
b1_3135,B1,"die Unternehmerin, -nen","the entrepreneur, -nen","girişimci, -nen","el emprendedor, -nen","die Unternehmerin, -nen",die,noun,-nen,,,90
b1_3136,B1,"unterrichten, unterrichtet,","teach, taught","öğretmek, öğretti","enseñar, enseñar","unterrichten, unterrichtet,",,word,,,Meine Frau unterrichtet Spanisch.,90
b1_3137,B1,"unterrichtete,",taught,öğretilen,enseñó,"unterrichtete,",,word,,hat unterrichtet,,90
b1_3138,B1,der Unterricht,the lesson,ders,la lección,der Unterricht,der,noun,,,Der Unterricht dauert von 17 bis 19 Uhr.,90
b1_3139,B1,untersagt,prohibited,yasak,prohibido,untersagt,,word,,,"Es ist untersagt, hier zu rauchen.",90
b1_3140,B1,"unterscheiden, unter-","distinguish, distinguish","ayırt etmek, ayırt etmek","distinguir, distinguir","unterscheiden, unter-",,word,,,Ihr seid euch sehr ähnlich. || Auf dem,90
b1_3141,B1,"scheidet, unterschied,","separates, difference","ayırır, farklılık","separa, diferencia","scheidet, unterschied,",,word,,hat unterschieden,Foto kann man euch beide nicht || unterscheiden.,90
b1_3142,B1,"der Unterschied, -e","the difference, -e","fark, -e","la diferencia, -e","der Unterschied, -e",der,noun,-e,,"Können Sie mir sagen, was der Unterschied ist? || Welche Fahrkarte ist günstiger?",90
b1_3143,B1,unterschiedlich,different,farklı,diferente,unterschiedlich,,adjective,,,"Mein Bruder und ich sind sehr unterschiedlich. || Er interessiert sich für Mathematik, ich mich für Sprachen.",91
b1_3144,B1,"unterschreiben, unter-","sign, underwrite","imzalamak, üstlenmek","firmar, suscribir","unterschreiben, unter-",,word,,,Unterschreiben Sie bitte hier unten,91
b1_3145,B1,"schreibt, unterschrieb,","writes, signed","yazıyor, imzalı","escribe, firmado","schreibt, unterschrieb,",,word,,hat unterschrieben,rechts.,91
b1_3146,B1,"die Unterschrift, -en","the signature, -en","imza, -en","la firma, -es","die Unterschrift, -en",die,noun,-en,,Auf dem Schreiben fehlt die Unterschrift.,91
b1_3147,B1,"unterstreichen, unterstre-","underline, underline","altını çizmek, altını çizmek","subrayar, subrayar","unterstreichen, unterstre-",,word,,,Wir sollen alle wichtigen Wörter,91
b1_3148,B1,"icht, unterstrich,","not, underlined","hayır, altı çizili","no, subrayado","icht, unterstrich,",,word,,hat unterstrichen,unterstreichen.,91
b1_3149,B1,"unterstützen, unterstützt,","support, supported","destek, desteklenen","apoyo, apoyado","unterstützen, unterstützt,",,word,,,"Sie unterstützen mich, wo sie nur",91
b1_3150,B1,"unterstützte,",supported,desteklenen,apoyado,"unterstützte,",,word,,hat unterstützt,können.,91
b1_3151,B1,"die Unterstützung, -en","the support, -en","destek, -tr","el soporte, -es","die Unterstützung, -en",die,noun,-en,,Ich nehme Ihre Unterstützung gern an.,91
b1_3152,B1,"untersuchen, untersucht,","examine, examined","incelemek, incelemek","examinar, examinado","untersuchen, untersucht,",,word,,,Sie sollten sich vom Arzt untersuchen,91
b1_3153,B1,"untersuchte,",examined,incelendi,examinado,"untersuchte,",,word,,hat untersucht,lassen.,91
b1_3154,B1,"die Untersuchung, -en","the investigation, -en","soruşturma, -tr","la investigación, -es","die Untersuchung, -en",die,noun,-en,,Ich habe morgen eine Untersuchung im Krankenhaus.,91
b1_3155,B1,unterwegs,on the way,yolda,en el camino,unterwegs 1.,,word,,,"Warte auf mich. || Ich bin unterwegs und komme gleich. || Unterwegs können wir noch etwas essen. || Stell dir vor, der Brief war zwei Wochen unterwegs.",91
b1_3156,B1,"die Urkunde, -n","the certificate, -n","sertifika, -n","el certificado, -n","die Urkunde, -n",die,noun,-n,,"Wenn wir das Spiel gewinnen, bekommen wir eine Urkunde.",91
b1_3157,B1,"der Urlaub, -e (D, A) →CH:","the holiday, -e (D, A) →CH:","tatil, -e (D, A) →CH:","el día festivo, -e (D, A) →CH:","der Urlaub, -e (D, A) →CH:",der,noun,"-e (D, A) →CH:",,Ich habe noch drei Tage Urlaub.,91
b1_3158,B1,Ferien,Holidays,Tatiller,Vacaciones,Ferien,,noun,,,,91
b1_3159,B1,"die Ursache, -n","the cause, -n","sebep, -n","la causa, -n","die Ursache, -n 1.",die,noun,-n 1.,,Kennt man schon die Unfallursache? || Vielen Dank! || – Keine Ursache!,91
b1_3160,B1,"verursachen, verursacht,","cause, caused","sebep, neden oldu","causa, causado","verursachen, verursacht,",,word,,,Dieser Busfahrer verursachte den,91
b1_3161,B1,"verursachte,","verursachte,",sebep oldu,causado,"verursachte,",,word,,hat verursacht,Unfall.,91
b1_3162,B1,ursprünglich,originally,aslen,originalmente,ursprünglich,,adjective,,,Ursprünglich wollte ich in einem Restaurant arbeiten. || Aber dann bin ich Busfahrerin geworden.,91
b1_3163,B1,"das Urteil, -e","the verdict, -e","karar, -e","el veredicto, -e","das Urteil, -e 1.",das,noun,-e 1.,,Dein Urteil ist für mich sehr wichtig. || Das Urteil des Gerichts erscheint mir zu hart.,91
b1_3164,B1,"die Vase, -n Hast","the vase, -n hastily","vazo, -n aceleyle","el jarrón, -n apresuradamente","die Vase, -n Hast",die,noun,-n Hast,,du eine Vase für die Blumen?,91
b1_3165,B1,"1. der Vater, ¨-","1. the father, ¨-","1. baba, ¨-","1. el padre, ¨-","1. der Vater, ¨-",,other,,,Mein Vater arbeitet in einem Restaurant. || Herr Müller ist Vater geworden.,91
b1_3166,B1,1. vegetarisch,1. vegetarian,1. vejetaryen,1. vegetariano,1. vegetarisch,,other,,,Ich mag kein Fleisch. || Ich esse am liebsten vegetarisch. || Haben Sie auch vegetarische Gerichte?,91
b1_3167,B1,"→ 1. das Velo, -s (CH)","→ 1. the bike, -s (CH)","→ 1. bisiklet, -s (CH)","→ 1. la bicicleta, -s (CH)","→ 1. das Velo, -s (CH)",,other,,,Sie fährt jeden Morgen mit dem Velo,91
b1_3168,B1,"Fahrrad; D, A: Rad","Bicycle; D, A: wheel","Bisiklet; D, A: tekerlek","Bicicleta; D, A: rueda","Fahrrad; D, A: Rad",,noun,,,zur Arbeit. || Am Sonntag fahren wir oft Velo.,91
b1_3169,B1,(sich) verabreden,(arrange to meet,(buluşmayı ayarlayın,(arreglar una reunión,"(sich) verabreden,",,verb,,,Wir haben uns mit Freunden,91
b1_3170,B1,"verabredet, verabredete,","agreed, agreed","anlaştık, anlaştık","acordado, acordado","verabredet, verabredete,",,word,,hat verabredet,verabredet. || Wir wollen zusammen || essen.,91
b1_3171,B1,verabredet,have an appointment,randevum var,tener una cita,verabredet,,word,,,"Tut mir leid, ich habe keine Zeit. || Ich bin mit meiner Freundin verabredet.",91
b1_3172,B1,"die Verabredung, -en","the appointment, -en","randevu, -tr","la cita, -es","die Verabredung, -en",die,noun,-en,,Ich habe um 15 Uhr eine Verabredung mit Klaus.,91
b1_3173,B1,(sich) verabschieden,(say goodbye,(hoşçakal deyin,(di adiós,"(sich) verabschieden, 1.",,verb,,1.,Ich wurde von meinen Freunden sehr,91
b1_3174,B1,"verabschiedet,",adopted,benimsendi,adoptado,"verabschiedet,",,word,,,nett verabschiedet.,91
b1_3175,B1,"2. verabschiedete,",2. passed,2. geçti,2. pasado,"2. verabschiedete,",,other,,hat verabschiedet,Es ist schon 23 Uhr. || Ich möchte mich || verabschieden.,91
b1_3176,B1,"der Abschied, -e","the farewell, -e","veda, -e","la despedida, -e","der Abschied, -e",der,noun,-e,,Der Abschied von meinen Freunden fiel mir schwer.,91
b1_3177,B1,(sich) verändern,(change,(değiştirmek,(cambiar,"(sich) verändern, 1.",,verb,,1.,Das geht so nicht. || Wir müssen die,91
b1_3178,B1,"verändert, veränderte,","changed, changed","değişti, değişti","cambiado, cambiado","verändert, veränderte,",,word,,,Organisation verändern.,91
b1_3179,B1,2. hat verändert,2. has changed,2. değişti,2. ha cambiado,2. hat verändert,,other,,,Wir haben uns lange nicht gesehen. || Aber du hast dich gar nicht verändert.,91
b1_3180,B1,"die Veranstaltung, -en","the event, -en","olay, -tr","el evento, -es","die Veranstaltung, -en",die,noun,-en,,Am Samstag ist unser Lokal geschlos- sen. || Wir haben eine Veranstaltung.,91
b1_3181,B1,verantwortlich,responsible,sorumlu,responsable,verantwortlich,,adjective,,,Sie sind für Ihre Kinder verantwortlich.,91
b1_3182,B1,die Verantwortung,the responsibility,sorumluluk,la responsabilidad,die Verantwortung,die,noun,,,Sie tragen die Verantwortung für Ihre Kinder.,91
b1_3183,B1,"1. (sich) verbessern,",1. (to) improve,1. (için) geliştirmek,1. (para) mejorar,"1. (sich) verbessern,",,other,,,Ich habe mein Deutsch verbessert.,91
b1_3184,B1,"2. verbessert, verbesserte,","2. improved, improved","2. geliştirilmiş, geliştirilmiş","2. mejorado, mejorado","2. verbessert, verbesserte,",,other,,hat verbessert,Meine Kinder haben sich in der Schule || verbessert.,91
b1_3185,B1,"verbieten, verbietet,","forbid, forbid","yasaklamak, yasaklamak","prohibir, prohibir","verbieten, verbietet,",,word,,,Ich werde meinen Kindern das,91
b1_3186,B1,verbot,ban,yasak,prohibición,"verbot, hat verboten",,verb,,hat verboten,Rauchen verbieten.,91
b1_3187,B1,"das Verbot, -e","the ban, -e","yasak, -e","la prohibición, -e","das Verbot, -e",das,noun,-e,,Ich bin für das Verbot dieses neuen Videospiels.,91
b1_3188,B1,verboten,forbidden,yasaklı,prohibido,verboten,,verb,,,In den meisten Restaurants ist Rauchen verboten.,91
b1_3189,B1,"1. verbinden, verbindet,","1. connect, connects","1. bağlanmak, bağlanmak","1. conectar, conecta","1. verbinden, verbindet,",,other,,,Wir müssen die Wunde sofort,91
b1_3190,B1,verband,connected,bağlı,conectado,"verband, hat verbunden",,verb,,hat verbunden,"verbinden. || Sie sind falsch verbunden! || Hier ist Müller, nicht Meyer.",91
b1_3191,B1,"die Verbindung, -en1.","the connection, -en1.","bağlantı, -en1.","la conexión, -en1.","die Verbindung, -en1.",die,noun,-en1.,,Die Verbindung ist sehr gut. || Ich kann direkt mit diesem Zug fahren und muss nicht umsteigen. || Kannst du bitte lauter sprechen? || Die Verbindung ist sehr schlecht.,92
b1_3192,B1,"verbrauchen, verbraucht,","consume, consumed","tüketmek, tüketilen","consumir, consumido","verbrauchen, verbraucht,",,word,,,Wie viel Benzin verbraucht dein Auto?,92
b1_3193,B1,"verbrauchte,",consumed,tüketilen,consumado,"verbrauchte,",,word,,hat verbraucht,,92
b1_3194,B1,"der Verbrecher, -","the criminal, -","suçlu, -","el criminal, -","der Verbrecher, -",der,noun,-,,Die Polizei hat den Verbrecher,92
b1_3195,B1,"die Verbrecherin, -nen","the criminal, -nen","suçlu, -nen","el criminal, -nen","die Verbrecherin, -nen",die,noun,-nen,,verhaftet.,92
b1_3196,B1,(sich) verbrennen,burn (yourself).,(kendini) yakmak.,quemarte (a ti mismo).,"(sich) verbrennen, 1.",,verb,,1.,Ich werde alle Briefe verbrennen.,92
b1_3197,B1,"verbrennt, verbrannte,","burns, burned","yanıklar, yanmış","quemaduras, quemado","verbrennt, verbrannte, 2.",,word,,hat verbrannt,Der Herd war noch heiß. || Ich habe mich || verbrannt.,92
b1_3198,B1,"verbringen, verbringt,","spend, spends","harcamak, harcamak","gastar, gasta","verbringen, verbringt,",,word,,,Wie haben Sie Ihren Urlaub verbracht?,92
b1_3199,B1,"verbrachte, hat verbracht","spent, has spent","verbrachte, hat verbracht","gastado, ha gastado","verbrachte, hat verbracht",,word,,,,92
b1_3200,B1,der Verdacht,the suspicion,şüphe,la sospecha,der Verdacht 1.,der,noun,,,"Wer hat das Geld aus der Kasse genommen? || – Ich weiß es nicht, aber ich habe einen Verdacht. || Wen haben Sie in Verdacht?",92
b1_3201,B1,verdächtig1.,suspicious1.,şüpheli1.,sospechoso1.,verdächtig1.,,word,,,Die Tür war nicht abgeschlossen. || Das ist verdächtig. || Haben Sie etwas Verdächtiges gesehen?,92
b1_3202,B1,"verdienen, verdient,","deserve, deserve","hak etmek, hak etmek","merecer, merecer","verdienen, verdient, 1.",,word,,,In diesem Beruf verdient man gut.,92
b1_3203,B1,"verdiente, hat verdient","deserved, deserved","hak edilmiş, hak edilmiş","merecido, merecido","verdiente, hat verdient 2.",,word,,,Er hat den Urlaub wirklich verdient.,92
b1_3204,B1,"der Verein, -e","der Verein, -e","kulüp, -e","el club, -e","der Verein, -e",der,noun,-e,,Ich bin schon seit 15 Jahren Mitglied in diesem Verein.,92
b1_3205,B1,"vereinbaren, vereinbart,","agree, agreed","katılıyorum, anlaştık","de acuerdo, de acuerdo","vereinbaren, vereinbart,",,word,,,Können wir einen Termin vereinbaren?,92
b1_3206,B1,"vereinbarte,",agreed,anlaştık,acordado,"vereinbarte,",,word,,hat vereinbart,,92
b1_3207,B1,die Vergangenheit,the past,geçmiş,el pasado,die Vergangenheit,die,noun,,,In der Vergangenheit war das anders.,92
b1_3208,B1,vergeblich,vain,boşuna,vano,vergeblich,,adjective,,,Ich habe vergeblich versucht dich anzurufen.,92
b1_3209,B1,"vergessen, vergisst,","forget, forget","unut, unut","olvidar, olvidar","vergessen, vergisst, 1.",,word,,,Ich habe den Termin ganz vergessen.,92
b1_3210,B1,"vergaß, hat vergessen","forgot, forgot","unuttum, unuttum","olvidé, olvidé","vergaß, hat vergessen 2.",,word,,,Ich habe meinen Pass vergessen.,92
b1_3211,B1,"vergleichen, vergleicht,","compare, compare","karşılaştır, karşılaştır","comparar, comparar","vergleichen, vergleicht,",,word,,,Vergleichen Sie die Angebote.,92
b1_3212,B1,verglich,compared,karşılaştırıldı,comparado,"verglich, hat verglichen",,verb,,hat verglichen,,92
b1_3213,B1,"der Vergleich, -e1.","the comparison, -e1.","karşılaştırma, -e1.","la comparación, -e1.","der Vergleich, -e1.",der,noun,-e1.,,Ein Vergleich ist schwer möglich. || Im Vergleich zum Wetter letzte Woche ist es heute warm.,92
